         /\\\\            /\\\\  /\\\\\\\\\\\\     /\\\\\\\\\\\\\\\  /\\\\\\\\\\\
         \/\\\\\\        /\\\\\\ \/\\\////////\\\  \/\\\///////////  \/////\\\///
          \/\\\//\\\    /\\\//\\\ \/\\\      \//\\\ \/\\\                 \/\\\
           \/\\\\///\\\/\\\/ \/\\\ \/\\\       \/\\\ \/\\\\\\\\\\\         \/\\\
            \/\\\  \///\\\/   \/\\\ \/\\\       \/\\\ \/\\\///////          \/\\\
             \/\\\    \///     \/\\\ \/\\\       \/\\\ \/\\\                 \/\\\
              \/\\\             \/\\\ \/\\\       /\\\  \/\\\                 \/\\\
               \/\\\             \/\\\ \/\\\\\\\\\\\\/   \/\\\\\\\\\\\\\\\  /\\\\\\\\\\\
                \///              \///  \////////////     \///////////////  \///////////
			MULTI		   DIMENSIONAL 		ETERNO 	       INFINITO

ELIMINA EL ULTIMO PARENTESIS ) DEL LINK, NO ES PARTE DE EL

UNETE A NOSOTROS, AYUDEMOS A LA SOCIEDAD.
COMPARTE ESTE ARCHIVO LO MAS QUE PUEDAS.
https://www.facebook.com/groups/1222842638483075
https://t.me/MDEI_ORG


	ALERGOLOGIA - INFECTOLOGIA (folder)
		Microbiologia - Harvey - 2da Edición.pdf (42.83 MB, shared as exported permanent file link: https://mega.nz/file/30JVXDKD#-rOKQl9ufVoKEA7KuntNS04lZBwH8CPJeusI06Mfk4k)
		Microbiologia Clinica - Prats - 1era Edición.pdf (23.56 MB, shared as exported permanent file link: https://mega.nz/file/LxRi3K7L#-SJx8DQX6pOmv9-P3XvExFlmjnhpOKrKARpqCbJoIsk)
		Microbiologia Cuestiones y casos practicos resueltos - García-Rovés - 1era Edición.pdf (142.65 MB, shared as exported permanent file link: https://mega.nz/file/y4xRCBIA#-ZEnkT65y_H59KUJOoWMaoGw4qUycr1ctwqGK6dbLqY)
		Microbiologia Medica - Jawetz - 25ta Edición.pdf (25.96 MB, shared as exported permanent file link: https://mega.nz/file/S4Qm3AbZ#Lz_S7dATUD2F1KdcT4HDN-ecz0LpBQUGEwMyv2ps2mM)
		Microbiologia Medica - Sherris - 5ta Edición.pdf (15.48 MB, shared as exported permanent file link: https://mega.nz/file/OkZElZIA#v28-g5bGX7bH-bid7geex20LYFY9RsKk-kW8guBe4z8)
		Microbiologia Medica e Imunologia - Levinson - 10ma Edición.pdf (12.57 MB, shared as exported permanent file link: https://mega.nz/file/n1AQzJBb#cw2Sn02QxUZwNY4rzP5dWmIzYhpZIuGoyMULTftsWRg)
		Microbiologia Medica in English - Jawetz - 27th Edition.pdf (48.22 MB, shared as exported permanent file link: https://mega.nz/file/OpxUxDqa#uNvpPzzAEGNmNV-LaTDr1U321agbOs-JttI41HM6BbQ)
		Microbiologia Medica Murray - 7ma Edición.pdf (548.46 MB, shared as exported permanent file link: https://mega.nz/file/3pATCRgb#9fASPoW7Xh1zu4jilOVyPGiJPcaZJGXq1Fy2ijSyJRk)
		Parasitosis Humanas - Restrepo y Botero - 5ta Edición.pdf (324.27 MB, shared as exported permanent file link: https://mega.nz/file/KxInlZyL#Gpf0q61W3Oxvw50i54bPOay2Yfn2JHTk9fdlv8I2K_o)
	NEONATOLOGÍA  👼 (folder)
		Neonatologia Practica - Ceriani Cernadas - 4ta Edición.pdf (214.05 MB, shared as exported permanent file link: https://mega.nz/file/S1ww1Spb#DegT7Pb2xeaWX23CT2900FVdGMbKnivA8RTp65DkWQk)
		Tratado de neonatologia - Avery - 7ma Edición.pdf (283.95 MB, shared as exported permanent file link: https://mega.nz/file/nlQnFABT#R6ITb-YZ_91RjA8jkTdxfQM1cOcQ8XnNo6Km0rl6_tI)
	NEUMOLOGÍA  👴 (folder)
		Clinica de neumologia - Reynoso - 1era Edición.pdf (5.30 MB, shared as exported permanent file link: https://mega.nz/file/OsojGITA#UJSBxsaxJA5zJkiybAuvCvv8W2gWkI3imGGOOjiKXHM)
		Manual Medicina Respiratoria - SEPAR-España - 2da Edición.pdf (10.01 MB, shared as exported permanent file link: https://mega.nz/file/31RFkajY#mw31C4_PDpyj9ywu4OTLJKF_-35xhSRbzv3cWxDAbbk)
		Neumologia clinica - Alvarez - 1era Edición.pdf (22.42 MB, shared as exported permanent file link: https://mega.nz/file/esozEDST#FMHMaukAxWY42qaT9_YfQhfNhDNy-zBo4YE2jyo0hBI)
		Patologia y clinica de las enfermedades respiratorias - Carmona - 1era Edición.pdf (34.89 MB, shared as exported permanent file link: https://mega.nz/file/T9wEzS7R#vyLIFGhTZVjE1SdgDV1SAQfbSx3AEi2P0-S0CA1cht4)
	NEUROANATOMÍA  📕 (folder)
		Atlas de Neurociencia - Netter - 2da Edición.pdf (55.24 MB, shared as exported permanent file link: https://mega.nz/file/rgpH2QoI#Wv_j_RJy-xYNZtOpmsis_B1DVsHBdcZ1wgi5JIBu21E)
		Nervios Craneales en la Salud y en la Enfermedad - Wilson - 2da Edición.pdf (116.95 MB, shared as exported permanent file link: https://mega.nz/file/6hA21IbY#a59xA9pAmKizW2folz3-dPR4qjUE79QZdJ_26exPC_8)
		Neuroanatomia Clinica - Snell - 6ta Edición.pdf (102.79 MB, shared as exported permanent file link: https://mega.nz/file/q9YxlCKT#U_7KF4vhzTeKQwYMVR7ENTpYqUro7IFKdhV-uvAqmvs)
		Neuroanatomia Clinica - Snell - 7ma Edición.pdf (35.58 MB, shared as exported permanent file link: https://mega.nz/file/Xk4iDTYY#zYqIag29JBRFOz0nEu000Ppf4pKbnz7FRwV_1QXIxUI)
		Neuroanatomia en Esquemas - Maria de los Angeles Baña. - 1era Edición.pdf (29.29 MB, shared as exported permanent file link: https://mega.nz/file/yhg0BZJJ#dEmRMwQ0sVP1uYZeR3vW7A2wwlOhof8BmCKYRetCP_o)
		Neuroanatomia Funcional Texto y Atlas - Afifi - 1era Edición.pdf (209.10 MB, shared as exported permanent file link: https://mega.nz/file/DsgxBAKK#ALc06oTsNBBiEMjV8OfFOjJLp8XJM9-HPM2aztK7sL4)
		Neuroanatomia Humana - Ojeda - 1era Edición.pdf (97.71 MB, shared as exported permanent file link: https://mega.nz/file/Sx4lnAzK#7R3-0vne3WtnTwKs-W2y9E6P-SskKwCfad5uH-DqUbU)
		Neuroanatomia Texto y Atlas en Color - Crossman - 5ta Edición.pdf (104.09 MB, shared as exported permanent file link: https://mega.nz/file/iwAU1J5A#sD0rKgIw_hmiwzCyyW9f4gugoZPqSekg8miz4b5Gi6c)
		Neuroanatomía Clínica - Waxman - 26ta Edición.pdf (55.11 MB, shared as exported permanent file link: https://mega.nz/file/254jTRZR#BbfZhUEvs1-f-3BgSWVASHnDjaD1WgZPcx0vPKMyEkI)
		Neuroanatomía Texto y Atlas en Color - Crossman - 3era Edición.pdf (54.63 MB, shared as exported permanent file link: https://mega.nz/file/r0oCmSqZ#NfDR2p5swxX8Q6S0ZWhK3Y1ywkte28iD1-e6fkcm-Lg)
	NEUROLOGÍA  💻 (folder)
		Conectividad Funcional y Anatomica en el Cerebro Humano - Maestú - 1era Edición.pdf (186.62 MB, shared as exported permanent file link: https://mega.nz/file/3tI1DLDY#fU4ta5AffU2C1W8AWRzKkOsyNRpeQT1OirLA51ycS8w)
		Daño cerebral adquirido - González - 1era Edición.pdf (10.61 MB, shared as exported permanent file link: https://mega.nz/file/zpgTnbIY#0fnbvEXFzHW_I13WbVBmHy2Zv2WovrxV5kokV9a32HA)
		Nervios Craneales. En la salud y en la enfermedad - Wilson-Pauwels - 2da Edición.pdf (26.38 MB, shared as exported permanent file link: https://mega.nz/file/etoXHTIA#ONusY_WgczHrqBdCCVUhhXUFkf5OffQ7KL4DVS0ZN7M)
		Neurociencia y Conducta - Jessell - 1era Edición.pdf (82.89 MB, shared as exported permanent file link: https://mega.nz/file/zxIliT5Y#Fee7Hw59nLRALF3j2EG2s3OJLucg1CIcJm1QBOK6jNw)
		Neurologia - Zarranz - 6ta Edición.pdf (0.00 B, shared as exported permanent file link: https://mega.nz/file/6sBVBQRB#1wYnySc2wCHkzbMQ7gqrzE3nAmD7u1_nAAAAAAAAAAA)
		Neurologia de bolsillo - Brandon - 2da Edición.pdf (8.22 MB, shared as exported permanent file link: https://mega.nz/file/qhAngSwR#iHKd3mERol6d7yUvBNGNzK-oGpV0ciPwVA3Eji335xg)
		Neurologia de la conducta y neuropsicologia - Peña-Casanova - 1era Edición.pdf (18.06 MB, shared as exported permanent file link: https://mega.nz/file/7hYE1LRa#fipfmaKcOD8QrOdr0so8lcbxbVRZIQXQjUd1QHPIGLs)
		Neurologia en esquemas - Fustinoni - 2da Edición.pdf (33.86 MB, shared as exported permanent file link: https://mega.nz/file/D8hUmAZa#Ov7n2m26sbx77Q7CHHsdP8fNLYtikOYHRWFYFAUldro)
		Semiologia Neurologica - Rodríguez García - 1era Edición.pdf (5.60 MB, shared as exported permanent file link: https://mega.nz/file/L9oHAaRZ#SFoJK9hPtFkyZurfSgR9So4ohf0fYGSFe3hPOxv_-ks)
		Tratamiento de la paralisis cerebral y del retraso motor - Levitt - 5ta Edición.pdf (208.14 MB, shared as exported permanent file link: https://mega.nz/file/u9ZyzKCY#ef-cDuKiJRnQcsb_xcFf_JEwfBYYeMy0hEyHZsm1Pio)
	NUTRICIÓN MÉDICA Y CLÍNICA  🍏 (folder)
		101 Preguntas de Nutricion - UCE - 1era Edición.pdf (4.14 MB, shared as exported permanent file link: https://mega.nz/file/P4gQCDBJ#kAVh7HS53uO-brazg38X4Uh0psPyK0VswlTkF4DIZf4)
		Alimentacion y Enfermedades del Corazon - Conseller de Sanidad - 1era Edición.pdf (1816.54 KB, shared as exported permanent file link: https://mega.nz/file/Th53SDLJ#EpKhzGw1z4M3XfbAzV-YoNa9ISGifqTdTn6MldTjeCI)
		Dietoterapia - Krause - 14va Edición.pdf (61.13 MB, shared as exported permanent file link: https://mega.nz/file/XtwDSS5J#8lKB9A-hI2LSXvITYiNkiPBNNSWYFeZrNWM1FghQpjE)
		Lo Esencial en Metabolismo y Nutricion - Horton-Szar - 4ta Edición.pdf (29.23 MB, shared as exported permanent file link: https://mega.nz/file/685BWBrB#cytMFtea1Tirj-P8RvtHlc5ahY1QkFUMkcQnVe8GE40)
		Nutricion Medica - Katz - 3era Edición.pdf (28.20 MB, shared as exported permanent file link: https://mega.nz/file/L0A0zIqS#ImYBi4Li8Oovs-vr3FG2CvK2L2-lq2_K8f5HkMquMbo)
		Nutricion Texto y Atlás - Biesalski - 1era Edición.pdf (26.98 MB, shared as exported permanent file link: https://mega.nz/file/n9Al1LpJ#Yaetybff3WbsnipInnKMy6wP7M4U2CQWvGZ1DGh-s6w)
		Nutricion y Cancer - González Svatetz - 1era Edición.pdf (109.19 MB, shared as exported permanent file link: https://mega.nz/file/q4oQAKpC#eZvVk0lBW-RjoE_Ms8GAgWYqW3mfjRquK5tkso9mpfw)
		Nutriguia Manual de Nutricion Clinica - Ortega - 2da Edición.pdf (248.28 MB, shared as exported permanent file link: https://mega.nz/file/i8oFDQLK#8kRdehHbOyaUmShjFpgL-vc5xUDKK1QEO6-82eFB7bs)
		Nutriología Médica - Casanueva - 3era Edición.pdf (215.16 MB, shared as exported permanent file link: https://mega.nz/file/agAymRCS#Dyd87yuZxgI-ESsum5ZXmaPa-T8iSWj2xJVURPnWToM)
		Temas de Nutricion Dietoterapia - Remedios Hernández - 1era Edición.pdf (912.24 KB, shared as exported permanent file link: https://mega.nz/file/mhIB2R6C#GjVESTGDz_fIDxuha7U45EkTPdT6peF2Tfjx-xUmvIo)
	ODONTOLOGÍA  🔖 (folder)
		Anatomia Dental - Woelfel - 8va Edición.pdf (88.00 MB, shared as exported permanent file link: https://mega.nz/file/6lADWLrT#FOhylVaLRCVdfqpb4Hnbu9itK7blAoxrFH3FN3lr_jw)
		Anestesia Local En Odontologia - Macouzet - 2da Edición.pdf (16.61 MB, shared as exported permanent file link: https://mega.nz/file/2gQkGYJa#qadXiBiXt41WpEBCmv4pQQhXEQrhsWu1cHbPUepRx8Q)
		Anestesia Local y Tecnicas de Bloqueo En la Practica Estomatologica - Parets - 1era Edición.pdf (12.05 MB, shared as exported permanent file link: https://mega.nz/file/zg4FGayI#J2WyxvC4cEK5zBDtlLCPCEwM23cfBMCiRfybaZyABsk)
		Arco Recto Preajustado - Tatis - 1era Edición.PDF (30.99 MB, shared as exported permanent file link: https://mega.nz/file/ukQEHS4J#i08kLj-indVwv0_-gEV_dDRO9UxS1I1NeRLU50S3ipw)
		Atlas de Anatomia Clinica y Quirurgica- Gaudy y Vacher - 1era Edición.pdf (94.95 MB, shared as exported permanent file link: https://mega.nz/file/ClIU1DCR#AECv4vi7Hgg8kR-5fInbQSjnpe0Up8bb_YFFTLLVSss)
		Atlas de Cirugia Ortognatica Maxilofacial Pediatrica - Kimura - 1era Edición.pdf (61.52 MB, shared as exported permanent file link: https://mega.nz/file/axhGkJSC#f_u1yZysQ2BQUfprWtFw4_jLM-gmn7-0FebEn4UIMng)
		Atlas de Ortodoncia Principios y Aplicaciones Clinicas - Viazis - 1era Edición.pdf (58.40 MB, shared as exported permanent file link: https://mega.nz/file/GsZXGYoC#IgyjD_cMY7hpibS4x1IC9w6fMNo9bTywWXi15iGPUBU)
		Cirugia Oral y Maxilofacial - Martinez Treviño - 1era Edición.pdf (77.80 MB, shared as exported permanent file link: https://mega.nz/file/rpIUEDoZ#uwXOYng_x-zZdvSCunhzAoRKN1FEHudsJ8OI3t4prTc)
		Deteccion Precoz de los Desordenes Temporomandibulares - Estrella Sosa - 1era Edición.pdf (48.47 MB, shared as exported permanent file link: https://mega.nz/file/K8oEgBLI#3-wNn5PuGr3_ICzfOxZrH_IBujbf5Vk7Hqkmilyg640)
		Diagnostico de Caries Dental - Henostrosa Haro - 1era Edición.PDF (13.59 MB, shared as exported permanent file link: https://mega.nz/file/ugIwkJQa#4pu2wdsmHhMd5sXyaAO_05bkydWh2eHiic7YGbQA-BY)
		Diccionario de Odontologia - Mosby - 2da Edición.pdf (14.07 MB, shared as exported permanent file link: https://mega.nz/file/btBQWLYC#u1-MDXr9SP3UcINR_wsGda96JSUtdtzy50wlMQyLszo)
		Diccionario Dental - Jaypee - 1era Edición.pdf (22.07 MB, shared as exported permanent file link: https://mega.nz/file/6whnxaoI#PbjNAROJoFCEkM3mTbqrcoSkLGNsqNVRnXJcjBXeQ3g)
		Endodoncia Tecnicas Clinicas Bases Cientificas - Canalda y Brau - 3era Edición.pdf (14.70 MB, shared as exported permanent file link: https://mega.nz/file/j8pDlATa#nlwZwcYD4DTkB3SJ2e26Jniu6ulxmnc8zcug5If6ZJI)
		Fundamentos Esenciales de Protesis Fija - Shillingburg - 3era Edición.pdf (119.69 MB, shared as exported permanent file link: https://mega.nz/file/mthWVDbI#6MXQDZideXzs89J4G-qKyQZiCcaKmJlj0m6_ECCpdz4)
		Glosario Bilingüe de Terminos Odontologicos - Texidor y Reyes - 1era Edición.pdf (568.28 KB, shared as exported permanent file link: https://mega.nz/file/iopiTJjL#MZDtmf3SKj4PECoMvesTChWDVHYB6GSKJ6c1xrrZ7iQ)
		Guia de Bolsillo de Enfermedades Orales - Scully - 1era Edición.pdf (16.51 MB, shared as exported permanent file link: https://mega.nz/file/Gx5BAAQL#dH8xubNr4xSMLoYvLlRAWASnfy5zBB4vIKYJV4U1FcU)
		Guias Practicas de Estomatologia - Colectivo de autores - 1era Edición.pdf (1417.66 KB, shared as exported permanent file link: https://mega.nz/file/n44nHaQb#Ut_HshDBVCbVLAD7Uz2zUX2MvxILWvRDipbMynNlqrA)
		Ingles Basico para Odontologos -  Actualidades Médico Odontologicas - 1era Edición.pdf (38.44 MB, shared as exported permanent file link: https://mega.nz/file/rlBmDbwL#fjjIfKcHjKwSl09IMK4t4rxB6oiw3yfDTqrmUnVBzJQ)
		La Disciplina de Alexander - Wich - 1era Edición.pdf (43.59 MB, shared as exported permanent file link: https://mega.nz/file/foJ0RTQC#bd9TywRPOv6qgxcvmgsgZHKKK2hQPYGip3ppoP6mKj4)
		Manual de Anestesia Local - Malamed - 6ta Edición.pdf (24.35 MB, shared as exported permanent file link: https://mega.nz/file/bhQyWYyD#8VWj07idxvkHATMbDtjPOd0WXgTsmWCfY5lC9l16I30)
		Manual de Cirugia Periodontal, Periapical y de Colocacion de Implantes - Cambra - 1era Edición.pdf (60.06 MB, shared as exported permanent file link: https://mega.nz/file/D1ogQIAA#NnC4kclR4KDLU2-aDWvleQeQZHXHcd5KD7lS2Lp8p7U)
		Manual de Encerado Oclusal - Shillingburg -  1era Edición.pdf (21.72 MB, shared as exported permanent file link: https://mega.nz/file/q8pVSBKR#OkqDum2U02tri53AstrKzsAoDrERPxEGxds1wjZwcds)
		Manual de Ortopedia Funcional de los Maxilares y Ortodoncia Interceptiva - Quiróz - 1era Edición.pdf (11.19 MB, shared as exported permanent file link: https://mega.nz/file/y8wW1AQC#d9ujBlHnsYgT_K9CrPFCQA9Dd-pscz8dlmPAv7v9lYo)
		Mecanica Sistematizada del Tratamiento Ortodoncico - McLaughlin - 1era Edición.pdf (47.42 MB, shared as exported permanent file link: https://mega.nz/file/SwAAkLbK#eSJZ9VdMrDM4Bmfhg4ykSH4p-GVT3CHe3A-XrxO0bG4)
		Metodologia de la Investigacion para Estudiantes de Odontologia - Mendez - 1era Edición.pdf (1568.96 KB, shared as exported permanent file link: https://mega.nz/file/rxYlUSzZ#yGIOiEReCqM2bWzgEGFMJmDFbqUO34z641igBRiGeUE)
		Microbiologia e Inmunologia Oral - Lamont - 1era Edición.pdf (11.20 MB, shared as exported permanent file link: https://mega.nz/file/WgAhwIYB#1OXIqNjqLjCgQOaPVa-o1WL2rMvTf-VPViQr29Degm8)
		Oclusion y Diagnóstico en Rehabilitacion Oral - Alonso - 1era Edición.pdf (26.11 MB, shared as exported permanent file link: https://mega.nz/file/HpJH3ZZb#DHi3WeYA3QvE-dvVUyoriB_w9EMSPGmNJoLLi3lc2wo)
		Odontologia de Bolsillo - Subirá - 1era Edición.pdf (793.84 KB, shared as exported permanent file link: https://mega.nz/file/Tk5i2Y4C#DJPy7q2PpyGgf2Vb6ZRXinOdYBFxXNPanpShD_JiMik)
		Odontologia Preventiva Primaria - Harris - 2da Edición.pdf (27.40 MB, shared as exported permanent file link: https://mega.nz/file/214mRThD#PvMwRPueSivZ5M_HPAzMWb5m8X3QLPFIYTEpb1I0fDo)
		Odontologia Restauradora - Brenna - 1era Edición.pdf (78.88 MB, shared as exported permanent file link: https://mega.nz/file/H1wgyQCI#UCRMzC42fivIod2EfVFOK2eDlxSdM386T0BBKAKNtGg)
		Ortodoncia Contemporanea - Proffit - 5ta Edición.pdf (73.42 MB, shared as exported permanent file link: https://mega.nz/file/j4xRDCzD#CAo91Y3pMOTJ-veGyx969u2lY9vPRog-Oiz8E5FYb20)
		Ortodoncia Interdisciplinar - Varela - Tomo 1 - 1era Edición.pdf (97.32 MB, shared as exported permanent file link: https://mega.nz/file/G0YHRCgY#wB4-pjTlmcwTkVHM5-Ih93dZfKIEFf-hCCsBrwn68QE)
		Ortodoncia Interdisciplinar - Varela - Tomo 2 - 1era Edición.pdf (73.81 MB, shared as exported permanent file link: https://mega.nz/file/LwxgiACL#I4JFhtUeXN664hDHTTW5kzImVwm9aeSPJOXSDgv20LQ)
		Ortodoncia y Cirugia Ortognatica Diagnóstico y Planificacion - Gregoret - 1era Edición.pdf (55.70 MB, shared as exported permanent file link: https://mega.nz/file/TxhhnJAB#z2D_my8bvgZCz76FqwNrMlyighOhkO6PbbhsdsVvM4Y)
		Patologia Oral y Maxilofacial Contemporanea - Philips - 2da Edición.pdf (47.40 MB, shared as exported permanent file link: https://mega.nz/file/L1QHHZ7S#GEAeZS6XgXZtTsd3mwKMebAib54IiUDA_55sPH9IFEE)
		Periodoncia - Eley - 6ta Edición.pdf (21.84 MB, shared as exported permanent file link: https://mega.nz/file/XtonDbhQ#hLGM1ES5SyLL-6qLMSNeM_cu5SLZtRs8zbdEVuGfnwY)
		Principios de Histologia y Embriologia Bucal con Orientacion Clinica - Chiego - 4ta Edición.pdf (31.26 MB, shared as exported permanent file link: https://mega.nz/file/CwYixIgS#y_YMJBoMqce7TvYB7lWqzpO3BrB2_31_KTG-H3B40OU)
		Promocion y Educación Para La Salud En Odontologia - Hernandez - 1era Edición.pdf (1776.08 KB, shared as exported permanent file link: https://mega.nz/file/2lwjASDQ#2Ke3rMYoZlm1qzbD2BgAPX_hiSJv-Fri8lefx9LVJxI)
		Propedeutica y Semiologia en Odontologia - Ibañez - 1era Edición.pdf (80.41 MB, shared as exported permanent file link: https://mega.nz/file/7sZnnarK#-rq-MfWAKr4Um7BOm4vKR6ie4MMY7Cso5J8H-hKVBPI)
		Protesis Fija - Pegoraro - 1era Edición.pdf (40.84 MB, shared as exported permanent file link: https://mega.nz/file/j0pU0AIZ#xZ9k3F64e8H0Vq5ZyKM3whhheq5bH_KLr4Ua0CvBwWo)
		Protesis Fija Preparaciones Biologicas Impresiones y Restauraciones Provisionales - Carvajal - 1era Edición.pdf (43.45 MB, shared as exported permanent file link: https://mega.nz/file/qpRgDaSC#IMAsAMOdqCnaVRUm0qiii5lJ1B_ym-Fa5yixE_yg7a0)
		Protesis Parcial Removible - Micheelsen - 1era Edición.pdf (83.69 MB, shared as exported permanent file link: https://mega.nz/file/joJChY4I#Iesg_pAI_a_iRKKlVTAVVjLJyee-HKv532MHMm2MOvc)
		Reconstruccion de Dientes Endodonciados - Casanelllas - 1era Edición.pdf (15.49 MB, shared as exported permanent file link: https://mega.nz/file/nsYT2BhR#l20e0p92MlaT-Klf_yL_M3cTpfx-CJpYLhoW80qySco)
		Solucion de Problemas en Endodoncia -Gutmann - 5ta Edición.pdf (44.56 MB, shared as exported permanent file link: https://mega.nz/file/Opo3QbqJ#Q59UqxQoprM6pkEpPGaAEq-jKDrUwFLxIYmSL7M73_4)
		Tratado de Cirugia Bucal - Cosme Gay - 1era Edición.pdf (102.65 MB, shared as exported permanent file link: https://mega.nz/file/jtoywKZD#4WFx6WbwZKi9UFTq1s4Tnqub7QfyfkRsw4Hv6X4GVv4)
		Tratamiento Oclusion Afecciones Temporomandibulares - Okeson - 7ma Edición.pdf (41.33 MB, shared as exported permanent file link: https://mega.nz/file/G0pVGIJa#LKAUqy5ZowrX1wHV-9-9El9l1Um6hwNw1jOpmouJEno)
		Tratamiento Ortodoncico y Ortopedico en la Denticion Mixta - McNamara - 1era Edición.pdf (7.05 MB, shared as exported permanent file link: https://mega.nz/file/OkAU0KRD#xIIRS0Ocf0I7E1VSXtBVbAXmxXpJP_EhybRmzTX7ruE)
		Tratamiento Ortodontico en el Adulto - Harfin - 1era Edición.pdf (78.73 MB, shared as exported permanent file link: https://mega.nz/file/eoxDxDLA#oJgAM-EOSjQc5Pa57xZ-0oENlgCbMMQTdM_ImSzH5TA)
		Urgencias Medicas en Odontología - Gutiérrez - 2da Edición.pdf (14.45 MB, shared as exported permanent file link: https://mega.nz/file/e8RyRB4S#NTBIsrqQ_7_wJqnAl3bzPUXIt06vJA96hP-V5MF9-1U)
	OFTALMOLOGÍA  👀 (folder)
		Oftalmologia - Rojas Juarez - 1era Edición.pdf (45.62 MB, shared as exported permanent file link: https://mega.nz/file/WlI3lLaQ#KAy1AO2b09tLAErAbibQQ-nDMFsKGbo8T9CznsXvk8A)
		Oftalmologia clinica - Kanski - 7ma Edición.pdf (403.48 MB, shared as exported permanent file link: https://mega.nz/file/D44zxaZY#mH4Pbu2dXJkQahEvHR3ZjaEbjOlfbN3VYiJJ0GVy__Y)
		Oftalmologia General - Argento - 1era Edición.pdf (60.22 MB, shared as exported permanent file link: https://mega.nz/file/q140GZhQ#huO2_Fdt8uzwsezc7eHE3Qx1RpuRHxWLR1etwHPgbVY)
		Oftalmologia General - Vaughan y Asbury - 18ava Edición.pdf (19.18 MB, shared as exported permanent file link: https://mega.nz/file/uwgCHRQa#gRatRcgdC3KNF4L9ms4EHZiKdkOrkcoz-Vml5g7G9xU)
	ONCOLOGÍA  ⁉️ (folder)
		Cirugia y Oncologia de Cabeza y Cuello - Shab - 3era Edición.pdf (437.59 MB, shared as exported permanent file link: https://mega.nz/file/jpRwibKA#b4TF6yI5C_JkrT7Wcn-RxG64dN49Pru_qSDx9ZMtEcQ)
		Oncoguia del cancer colorrectal - Dirección General de Salud Pública - 1era Edición.pdf (10.93 MB, shared as exported permanent file link: https://mega.nz/file/q8JmUQDa#jXpTRIwXSH6Vi51c8-IP83Kfbxhx_r5FtvGw5H0VQVY)
		Oncologia Basica - Cuevas - 1era Edición.pdf (40.10 MB, shared as exported permanent file link: https://mega.nz/file/r04EHZAD#W8vV0Lty9wE_rcz-o7gKjnf_o-pa2d5z8sdypvtElJc)
		Oncologia Clinica Oftalmica - Singh - 1era Edición.pdf (39.42 MB, shared as exported permanent file link: https://mega.nz/file/24AgDYDK#AbhymZv7Ip0SV2OuksoyJyVx1Zed24e8MzprVvyO4kc)
		Osteosarcoma - Castellanos - 1era Edición.pdf (8.86 MB, shared as exported permanent file link: https://mega.nz/file/2oJjiA6C#F_284g7yRE04Jvgo4L3GYEztZKxYrdHcRDDYEExW7hU)
		Pautas en Oncologia - Roffo - 1era Edición.pdf (16.99 MB, shared as exported permanent file link: https://mega.nz/file/mkQ0zBKT#-Ipjgnt80eE5IErA8McBnRBS9T_YdR0B1_GHacPx_94)
	OTORRINOLARINGOLOGÍA  🙉 (folder)
		Compendio de Otorrinolaringología - Diamante - 1era Edición.pdf (107.59 MB, shared as exported permanent file link: https://mega.nz/file/atAETRTK#BHZiBFjkOldyfo5G3zZ5xf3XHW6RkamVRaTFKEUX1eI)
		Manual de Otorrinolaringologia Clinica - Alanis - 1era Edición.pdf (176.07 MB, shared as exported permanent file link: https://mega.nz/file/v9BjyBLB#gpI_mDZvO-hK-QggB3YeCu49sf7gTbt4YHJk63lAi0A)
		Manual de Otorrinolaringologia Infantil - Navarro - 1era Edición.pdf (6.00 MB, shared as exported permanent file link: https://mega.nz/file/61Q20CaJ#7cqiH5e-ROqzh9lL8HllnPHkRVP6XpPB6CyLXLurhlc)
		Otorrinolaringologia y Patologia Cervicofacial - Poch - 1era Edición.pdf (129.56 MB, shared as exported permanent file link: https://mega.nz/file/f0BjRQrK#KffJnUcGxiwzy6abnwyliadPcsT-p-wSgUmFiGpgDDY)
		Otorrinolaringología y afecciones conexas - Diamante - 1era Edición.pdf (24.21 MB, shared as exported permanent file link: https://mega.nz/file/CtRzxYrb#06yWL8QQuejoKDOvdpVwmgwDnodyxfHcRLCa4m701Xg)
		Temas selectos en otorrinolaringologia - Andrade - 1era Edición.pdf (13.56 MB, shared as exported permanent file link: https://mega.nz/file/HlwVBAQC#JVVOf-a3SKT_GuN5C48ZGFy-GCofYSSpaLdUcYDX00s)
		Tratado de Otorrinolaringologia y Patologia Cervicofacial - Basterra - 1era Edición.pdf (36.14 MB, shared as exported permanent file link: https://mega.nz/file/uhQ3FbRT#8JXafsyQFNkmTzRhxQJ6AG4W1L2X7kFzhnrA-M9Mc0k)
	PATOLOGÍA  🐛 (folder)
		Citologia y Colposcopia en la Practica Ginecologica - Saraiya - 1era Edición.pdf (78.56 MB, shared as exported permanent file link: https://mega.nz/file/rhRkiDCA#yGkCHEjcFjn2FsMTbNUXbC_7OtSlSNcjWgu03KqoDrM)
		Compendio de Patologia Estructural y Funcional - Robbins y Cotran - 9naa Edición.pdf (43.84 MB, shared as exported permanent file link: https://mega.nz/file/nkYQQDCJ#Uk5hx0PHzys8q2xBbnsLzSXVOZnc3G9QzU6SaM9PLMg)
		Patologia - Harsh Mohan - 6ta Edición.pdf (140.72 MB, shared as exported permanent file link: https://mega.nz/file/uwJDiYia#E8PhW8gmY0Toc5YT5hFS4B917hM584EK7t-SlzAlnso)
